LAMMPS data file via write_data, version 2 Aug 2023, timestep = 5000, units = metal

2160 atoms
2 atom types

-0.13095198564362853 30.269865365641856 xlo xhi
-0.13140961780978877 30.375648137808874 ylo yhi
-0.15165527673719126 35.055480726733364 zlo zhi

Masses

1 15.9994
2 28.0855

Atoms # charge

1988 1 -1.2 3.664055305570309 30.00059458527684 0.83554678474541 0 0 1
684 1 -1.2 5.800159796354529 1.1171220264111004 1.112133120402992 0 0 0
1914 1 -1.2 6.095398000957264 29.60860199537259 34.79286442711766 0 0 0
2009 1 -1.2 6.987265365736416 2.302816117314696 3.290590982349021 1 1 1
1828 2 2.4 14.574888621375095 1.943432903964117 2.708642225373107 0 0 1
1677 1 -1.2 16.140494966562205 1.981982945936797 1.8132164315649442 0 1 0
275 1 -1.2 19.606715998369626 0.7820625526859339 1.9546735598318912 0 0 0
229 2 2.4 19.62749207941802 2.4415103886560527 2.457232339314317 0 1 0
1140 1 -1.2 23.683744142496483 0.8884529599584065 1.0674715491459783 0 1 1
528 1 -1.2 27.801964862179094 0.4547188822222091 2.448873658327355 -1 0 0
410 2 2.4 27.390399044962557 29.904510461966172 1.3684969627394608 0 0 0
485 1 -1.2 5.833558237880291 3.722026489681759 0.7118633232770815 1 0 0
1864 2 2.4 6.507429070416465 2.4072588883080965 1.8209976357954272 1 0 1
963 2 2.4 12.57207720725804 3.9495929875690816 1.5019553310310243 0 0 1
996 1 -1.2 11.643578532119037 4.5154936870861535 0.04397042380482417 0 0 0
425 1 -1.2 13.767625502974063 2.8571007972429316 1.6787430009377924 1 1 0
80 1 -1.2 14.397129158383093 5.058589351851992 0.9793524700812908 0 0 1
380 1 -1.2 20.069453332454845 3.3810668339772336 1.144133291419155 -1 1 0
1972 2 2.4 19.052199767281063 4.18469873962327 0.3876181250107526 0 1 1
1317 1 -1.2 24.0559142442017 3.3299529489490842 0.7507830120874045 0 0 1
1561 2 2.4 23.384104053758076 4.637156898138242 1.6791508127548003 0 0 0
1606 1 -1.2 22.12008113828492 4.586086841216803 2.969521604254829 -1 1 1
1879 1 -1.2 27.427614307089303 4.108026322216721 0.7570894841969041 -1 0 1
1134 1 -1.2 29.17665006936973 3.0922110821463122 2.413662422145527 0 0 0
1384 2 2.4 28.085870315283668 4.240158551556085 2.2074285293683835 -1 0 1
931 1 -1.2 1.5390497829454985 5.651240718167988 0.9469346907757665 1 0 1
1671 2 2.4 2.640509152635645 6.3080717917754985 2.133489385906002 0 0 1
1438 1 -1.2 2.5051822463208246 7.1107412876151255 3.7297776810259937 1 0 1
129 1 -1.2 3.8640810369604566 5.378376289312503 2.034413986070687 1 -1 1
1593 1 -1.2 3.4261823076122293 7.769710711106918 1.6711151989035997 0 0 1
134 2 2.4 5.229770060361079 5.064126280829813 1.1942948244753062 1 0 0
857 1 -1.2 6.36909140968945 5.35772649771305 2.3874386622128285 0 2 0
487 1 -1.2 15.116158361033994 7.103636636532743 0.8319964782357651 0 0 0
553 2 2.4 14.262949949935164 6.323839598936227 -0.1432921125314145 1 1 0
161 1 -1.2 18.06557161204972 7.7748551568385915 0.5294110325731293 -1 0 0
470 2 2.4 16.36237524497143 7.96705014053749 1.204920724861178 0 0 1
1270 1 -1.2 19.22676081817155 7.267242676274975 3.072320672602076 1 0 1
1984 2 2.4 22.360452952087503 7.421783558842756 1.0563463250826868 0 0 1
2028 1 -1.2 19.15838100659821 5.772190650424793 0.577895603460596 0 1 0
145 2 2.4 19.293220707477094 7.1568504240497814 1.4558177770028902 0 1 0
2093 1 -1.2 22.198477930438635 5.764947618908571 0.8104850973606156 0 1 1
34 1 -1.2 24.427081962570362 5.9252718249478 2.048163758959206 0 0 0
280 2 2.4 28.14708299231924 7.614093680405371 2.902627362073107 0 0 1
66 1 -1.2 28.259063384750696 5.787913301288936 2.552735212912547 0 0 0
1015 1 -1.2 0.8695521029741916 11.015987254752845 1.0291120833306338 -1 1 1
292 2 2.4 3.314589568427087 8.592438682323525 3.3026451885046635 0 1 0
284 1 -1.2 7.2563960215094365 11.275009067499495 2.3711626455788206 1 0 0
432 1 -1.2 10.430105281296479 8.632184927619262 2.240123169103514 0 0 0
615 2 2.4 10.179085481029686 9.707072584541812 0.9832021433249203 0 0 1
702 1 -1.2 9.511015618403748 11.20613963741827 1.541458220354712 0 0 0
515 1 -1.2 11.461919670622759 10.38045243037017 0.5189615786424602 0 -1 -1
1456 2 2.4 15.39714801104191 10.800111164462237 0.12893411103935482 0 0 1
444 1 -1.2 16.30480588321009 9.559370284639654 0.6748780081406954 0 -1 1
1558 1 -1.2 23.634013917706564 8.396018352602809 0.2876755080590442 0 1 1
98 2 2.4 24.464333457141652 9.330047988158242 1.5813783139419009 0 0 0
1896 1 -1.2 23.997180455243033 10.699312865892459 1.3297051500899288 -1 0 1
120 1 -1.2 25.939909413855847 9.130944785689715 1.0103124408504651 0 -1 0
1660 2 2.4 27.27851856447353 8.091140432976312 0.3850055188229746 -1 0 1
516 1 -1.2 28.92333213108726 8.370365981935864 1.466426154002486 -1 0 0
879 2 2.4 1.9025501159552207 11.278502179525436 2.291055652614179 0 0 0
1186 1 -1.2 3.833525961144196 14.951052328510373 2.1531512515823503 1 1 0
254 2 2.4 4.3353112633982 13.281114724672564 2.544792075438405 1 0 0
991 1 -1.2 5.4884702078393595 13.187616441321117 1.540595249407119 1 0 0
1010 2 2.4 6.907302082688212 12.3980568447117 1.1984712695530852 -1 0 1
152 1 -1.2 7.844082319493671 13.694716912290993 0.9402903655075586 0 0 0
1129 2 2.4 12.51135303131832 11.707474639567529 0.4672645107317172 0 0 1
1220 1 -1.2 12.354784796688078 12.169892009078584 2.0048580659755904 1 0 0
1577 1 -1.2 12.11655865554732 12.874899311158176 34.84068137811877 0 0 0
598 1 -1.2 13.815767387045335 10.764230096706562 0.3526999797585295 0 0 1
286 1 -1.2 16.125062408007082 12.550678401299711 0.39083333909094664 0 0 0
243 2 2.4 17.726725937461858 12.875688895408691 0.7531478775201161 0 0 0
1169 1 -1.2 18.12187548751294 13.305173548461152 2.1493967937605274 0 0 1
618 1 -1.2 20.718593688750055 11.443456437922656 2.295558743933774 1 0 0
1234 1 -1.2 19.241054489356912 12.194828931673511 0.43679264910208127 0 0 0
2101 2 2.4 20.672674889661625 12.41343045904362 0.8634646360195068 -1 0 1
1087 1 -1.2 21.79809695483151 11.732089184570018 34.95992798245683 -1 0 -1
1928 1 -1.2 21.219585361616126 13.879358322858756 0.9943608160510344 0 0 1
1702 1 -1.2 24.607282173578504 12.809985948610791 0.7488464375802966 -1 1 1
302 2 2.4 24.556146118393237 12.015254015501963 2.1511913444055875 -1 0 0
21 1 -1.2 26.139838908521824 11.588571973229383 2.2234189800737614 -1 0 1
701 1 -1.2 2.6094408109966727 15.422124986504864 0.019449056579803364 0 0 0
