# angle(deg)  P(Si-O-Si)  P(O-Si-O)   [1 deg bin, normalized]
6.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
6.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
7.800000000000000000e+01 0.000000000000000000e+00 3.063143643057997588e-06
7.900000000000000000e+01 0.000000000000000000e+00 9.189430929173991917e-06
8.000000000000000000e+01 0.000000000000000000e+00 1.837886185834798383e-05
8.100000000000000000e+01 0.000000000000000000e+00 4.747872646739896134e-05
8.200000000000000000e+01 0.000000000000000000e+00 8.270487836256593572e-05
8.300000000000000000e+01 0.000000000000000000e+00 1.516256103313708776e-04
8.400000000000000000e+01 0.000000000000000000e+00 1.240573175438488900e-04
8.500000000000000000e+01 0.000000000000000000e+00 1.608150412605448645e-04
8.600000000000000000e+01 0.000000000000000000e+00 1.409046075806678975e-04
8.700000000000000000e+01 0.000000000000000000e+00 1.332467484730229040e-04
8.800000000000000000e+01 0.000000000000000000e+00 1.102731711500879098e-04
8.900000000000000000e+01 0.000000000000000000e+00 1.332467484730229040e-04
9.000000000000000000e+01 4.609144542772861293e-06 1.286520330084358970e-04
9.100000000000000000e+01 2.304572271386430646e-05 2.573040660168717940e-04
9.200000000000000000e+01 3.687315634218289034e-05 3.369458007363797161e-04
9.300000000000000000e+01 1.567109144542772840e-04 7.045230379033394063e-04
9.400000000000000000e+01 2.535029498525073711e-04 1.286520330084358916e-03
9.500000000000000000e+01 3.733407079646017647e-04 2.301952447758085288e-03
9.600000000000000000e+01 1.797566371681415904e-04 3.926950150400352994e-03
9.700000000000000000e+01 1.474926253687315614e-04 6.507648669676715548e-03
9.800000000000000000e+01 1.521017699115044227e-04 1.010224773480527562e-02
9.900000000000000000e+01 3.226401179941002905e-05 1.475822607225343169e-02
1.000000000000000000e+02 2.304572271386430646e-05 2.041585238098155355e-02
1.010000000000000000e+02 9.218289085545722586e-06 2.764946609406301534e-02
1.020000000000000000e+02 0.000000000000000000e+00 3.537318279003375671e-02
1.030000000000000000e+02 0.000000000000000000e+00 4.287635314370431827e-02
1.040000000000000000e+02 0.000000000000000000e+00 5.125405100746794479e-02
1.050000000000000000e+02 0.000000000000000000e+00 5.749826932384167338e-02
1.060000000000000000e+02 0.000000000000000000e+00 6.233497313623025116e-02
1.070000000000000000e+02 0.000000000000000000e+00 6.583614632024553659e-02
1.080000000000000000e+02 0.000000000000000000e+00 6.673058426401848320e-02
1.090000000000000000e+02 4.609144542772861293e-06 6.554514767415503540e-02
