# frames 31 (stride 5)  N 2160  L [30.40081735 30.50705776 35.207136  ]
# 직접 계산 (절단·창 없음). q(1/A)  S_N(q)  n_qvec
1.784634031737264703e-01 6.192491152569135071e-02 1.000000000000000000e+00
2.063182934189234374e-01 1.506529218142329540e-01 2.000000000000000000e+00
2.791220851231666078e-01 1.761295468635819539e-01 6.000000000000000000e+00
3.420291240431828084e-01 1.199815371817106457e-01 4.000000000000000000e+00
3.569268063474529407e-01 2.010365243781429001e-01 1.000000000000000000e+00
4.215213935586765714e-01 2.151844876756590641e-01 8.000000000000000000e+00
4.748413796101856876e-01 2.716519149980312631e-01 1.800000000000000000e+01
5.435481881295617379e-01 1.535013893065917956e-01 5.000000000000000000e+00
5.806107129133931677e-01 3.915559010084236347e-01 1.400000000000000000e+01
6.210338997466353650e-01 1.608528842743544574e-01 1.400000000000000000e+01
6.730509100575002845e-01 3.860838210240691848e-01 2.000000000000000000e+01
7.283822312661457632e-01 2.625923778242633677e-01 2.900000000000000000e+01
7.732824157440596480e-01 3.688588830517183226e-01 1.600000000000000000e+01
8.347144869683869040e-01 2.313395561392412592e-01 3.600000000000000000e+01
8.726252101019627005e-01 2.944551043721902461e-01 2.300000000000000000e+01
9.277922047771053338e-01 3.140190067048963529e-01 5.000000000000000000e+01
9.799400338544862477e-01 2.341745891054499984e-01 2.400000000000000000e+01
1.025698314581807935e+00 4.128283029501572665e-01 4.600000000000000000e+01
1.077220611964041730e+00 5.764502795725169326e-01 4.900000000000000000e+01
1.116848912151200635e+00 6.434862426611389630e-01 4.800000000000000000e+01
1.167882636558198239e+00 4.169134631919508283e-01 5.800000000000000000e+01
1.227582237319497782e+00 5.906259044936155167e-01 5.300000000000000000e+01
1.266428856239514511e+00 6.618823056205874744e-01 7.400000000000000000e+01
1.318317031712650911e+00 7.300027034886530375e-01 7.000000000000000000e+01
1.373681473390410357e+00 1.205724680496072843e+00 9.400000000000000000e+01
1.424733033107899338e+00 1.012838805751244298e+00 6.700000000000000000e+01
1.481154269008614577e+00 1.265667808771896885e+00 1.080000000000000000e+02
1.521708481317866068e+00 1.196152722608069263e+00 9.400000000000000000e+01
1.572625416853638658e+00 1.438177962616717931e+00 8.800000000000000000e+01
1.626170159100825519e+00 1.358864962421277189e+00 1.100000000000000000e+02
1.673687483433724976e+00 1.336882824078594378e+00 1.270000000000000000e+02
1.724707564326730891e+00 1.260788757949247385e+00 1.220000000000000000e+02
1.772384121316029404e+00 1.135566281731638094e+00 1.130000000000000000e+02
1.822877657960826570e+00 9.733105529368544229e-01 1.580000000000000000e+02
1.877184113127049248e+00 8.153439199592800168e-01 1.280000000000000000e+02
1.922968681181078221e+00 8.782348041949783468e-01 1.740000000000000000e+02
1.974782540507673767e+00 7.223392626059783606e-01 1.610000000000000000e+02
2.026013417500446945e+00 6.458939599547812715e-01 1.380000000000000000e+02
2.073142538341573360e+00 6.380180075759521729e-01 2.100000000000000000e+02
2.124052457183114750e+00 6.143528065764614077e-01 1.570000000000000000e+02
2.173464914213891319e+00 4.849955682409437530e-01 2.360000000000000000e+02
2.227586848393314778e+00 5.057521441166720200e-01 1.900000000000000000e+02
2.273420067166496583e+00 4.644783652343978941e-01 1.740000000000000000e+02
2.322575909191745058e+00 4.268181658441860815e-01 2.710000000000000000e+02
2.374714605791224731e+00 4.317777121401447094e-01 2.180000000000000000e+02
2.423601574566156547e+00 4.198446632935968204e-01 2.440000000000000000e+02
2.476185674902137368e+00 4.374473928881066898e-01 2.410000000000000000e+02
2.525138216486473297e+00 4.458750423823348297e-01 3.000000000000000000e+02
2.577414999269023177e+00 5.090659095143331703e-01 2.580000000000000000e+02
2.627859380034944348e+00 6.264472844547412933e-01 3.000000000000000000e+02
2.675476814793442237e+00 8.001204228054327183e-01 2.190000000000000000e+02
2.721666355992205855e+00 9.635769690273618959e-01 3.000000000000000000e+02
2.775974088902936288e+00 1.153372108100367832e+00 3.000000000000000000e+02
2.824558947389534058e+00 1.231239323250645556e+00 2.980000000000000000e+02
2.877463195929577999e+00 1.189020095082167217e+00 3.000000000000000000e+02
2.924419153805411842e+00 1.176549349457137517e+00 2.700000000000000000e+02
2.972457032931912213e+00 1.111660920674770070e+00 3.000000000000000000e+02
3.025398632554089140e+00 1.081919118783827072e+00 3.000000000000000000e+02
3.074327178668809779e+00 1.040036111117419670e+00 3.000000000000000000e+02
3.125922677557515073e+00 1.036364998291633865e+00 3.000000000000000000e+02
3.173270516048385836e+00 9.308976820509339278e-01 3.000000000000000000e+02
3.225391846500990312e+00 8.906334382360134860e-01 3.000000000000000000e+02
3.274960585251897260e+00 9.259203468650353264e-01 3.000000000000000000e+02
3.324444728042397212e+00 8.241464262454735179e-01 3.000000000000000000e+02
3.378005126859922047e+00 8.346082417128224407e-01 3.000000000000000000e+02
3.425124273050739632e+00 8.761927552950791176e-01 3.000000000000000000e+02
3.474393244256317015e+00 7.539121074664983935e-01 3.000000000000000000e+02
3.526183530048419001e+00 8.065004686122583255e-01 3.000000000000000000e+02
3.574042144891330430e+00 7.939053993577632751e-01 3.000000000000000000e+02
3.623917684526140714e+00 7.855425376057856290e-01 3.000000000000000000e+02
3.674914188949956806e+00 7.847626384742376615e-01 3.000000000000000000e+02
3.724183341615210807e+00 7.664924454738714088e-01 3.000000000000000000e+02
