# frames 151  V 32652.488  rho0 0.066151  nO 1440 nSi 720
# r  g_SiO  g_OO  g_SiSi  g_total(neutron)
4.629999999999999893e+00 6.572863497290042378e-01 1.125311084296626740e+00 1.207650919732965233e+00 9.494311783077454825e-01
4.650000000000000355e+00 6.594354582830249667e-01 1.137719981686764692e+00 1.243033152303027133e+00 9.594526177335471750e-01
4.669999999999999929e+00 6.575283215632510281e-01 1.173809818494396362e+00 1.255696447429819784e+00 9.791751846696117312e-01
4.689999999999999503e+00 6.678156670815972307e-01 1.200340278168922525e+00 1.291339170265459968e+00 1.000035389302084132e+00
4.709999999999999964e+00 6.709096731660479929e-01 1.248786039548490656e+00 1.307478945999426267e+00 1.028644458958651420e+00
4.730000000000000426e+00 6.683637554865606845e-01 1.265473458345912183e+00 1.324932201896883655e+00 1.037922586743613262e+00
4.750000000000000000e+00 6.651380087441108868e-01 1.315931634419752028e+00 1.317329292257192641e+00 1.063525052216176325e+00
4.769999999999999574e+00 6.817838895677494904e-01 1.325089097089065859e+00 1.341757113861786088e+00 1.076647016103488674e+00
4.790000000000000036e+00 6.868806684314571198e-01 1.369204074779697855e+00 1.338822327558254921e+00 1.102360153248221897e+00
4.810000000000000497e+00 6.787055056829173205e-01 1.400740271003556137e+00 1.366162947915175785e+00 1.118197635532736767e+00
4.830000000000000071e+00 6.702150484339655101e-01 1.447466723413114442e+00 1.391582861564499174e+00 1.142022628251081695e+00
4.849999999999999645e+00 6.860076473743557113e-01 1.448395163947244768e+00 1.378577260416576244e+00 1.147751893368048393e+00
4.870000000000000107e+00 6.790200393417794578e-01 1.509827615046778426e+00 1.396809232738525974e+00 1.179641741099714425e+00
4.890000000000000568e+00 6.859012807380371335e-01 1.526897320817214077e+00 1.435520166790536845e+00 1.194259276656027824e+00
4.910000000000000142e+00 6.903762197229267317e-01 1.553793985943018985e+00 1.460887852265706499e+00 1.212350424690559203e+00
4.929999999999999716e+00 6.966681612910754495e-01 1.589184615719065663e+00 1.443595856664706467e+00 1.232797260743969447e+00
4.950000000000000178e+00 7.017184240698814968e-01 1.615012454837217115e+00 1.505245119907419049e+00 1.253047865635434688e+00
4.970000000000000639e+00 7.039772895280193010e-01 1.623038219771815172e+00 1.543549326623810281e+00 1.260936014532559435e+00
4.990000000000000213e+00 7.047777110819583024e-01 1.629517255669422182e+00 1.510537900273262402e+00 1.262473003127299487e+00
5.009999999999999787e+00 7.097087507015753527e-01 1.668209001870371244e+00 1.506965659972878235e+00 1.285134688322651986e+00
5.030000000000000249e+00 7.206071610629942725e-01 1.672582684171430412e+00 1.554569731713321579e+00 1.295038079615879800e+00
5.050000000000000711e+00 7.290657204064374675e-01 1.672539565417115792e+00 1.538636176018655988e+00 1.297191504275505558e+00
5.070000000000000284e+00 7.330748633778479961e-01 1.700209389392301373e+00 1.528070614057352561e+00 1.313029404364529640e+00
5.089999999999999858e+00 7.376712542709774612e-01 1.697060286312849664e+00 1.524670069617825696e+00 1.312868062206015818e+00
5.110000000000000320e+00 7.408703611327458471e-01 1.689522569429436905e+00 1.546191867271377252e+00 1.311511525685820967e+00
5.129999999999999893e+00 7.560745155655232974e-01 1.677446716854634756e+00 1.515239296907641586e+00 1.308710973171829606e+00
5.150000000000000355e+00 7.587553593655934625e-01 1.652021617284287425e+00 1.500239256530370158e+00 1.294913798558539497e+00
5.169999999999999929e+00 7.560941352204892940e-01 1.626162793924508909e+00 1.460836087972506858e+00 1.277116144944075993e+00
5.189999999999999503e+00 7.659287378689924042e-01 1.589469266889387278e+00 1.492361049932584782e+00 1.263206376048372492e+00
5.209999999999999964e+00 7.759266313519982416e-01 1.532195231815133951e+00 1.471264507769249885e+00 1.234542412073740714e+00
5.230000000000000426e+00 7.810469410628718689e-01 1.487277934461781470e+00 1.441830128459909988e+00 1.210113154347620013e+00
5.250000000000000000e+00 7.840797082198922574e-01 1.420658975207573116e+00 1.419785835220691128e+00 1.173609981070844244e+00
5.269999999999999574e+00 7.940359892993651414e-01 1.359936779595921186e+00 1.410942252378867501e+00 1.143908494463988568e+00
5.290000000000000036e+00 8.107291112832757385e-01 1.315095793484744480e+00 1.375027888071360671e+00 1.123561413379501106e+00
5.310000000000000497e+00 8.125799860664069119e-01 1.246874247879435238e+00 1.351739418307723373e+00 1.085643736971780182e+00
5.330000000000000071e+00 8.122770925534298359e-01 1.187992127056332503e+00 1.335304436106102388e+00 1.052433797069146859e+00
5.349999999999999645e+00 8.294679320851565674e-01 1.123981380794339735e+00 1.343895193401068777e+00 1.024963850177650126e+00
5.370000000000000107e+00 8.349558697087564596e-01 1.069091147710770739e+00 1.307312857555986474e+00 9.947696461831565529e-01
5.390000000000000568e+00 8.440816163365096880e-01 1.016554198381851348e+00 1.281861475963357311e+00 9.680358711265175664e-01
5.410000000000000142e+00 8.463016598133142887e-01 9.679674472114291328e-01 1.289867163904693692e+00 9.430866692359758385e-01
5.429999999999999716e+00 8.562623828008839588e-01 9.198143158898099969e-01 1.248635057376932478e+00 9.179613134221458193e-01
5.450000000000000178e+00 8.705246139640214764e-01 8.851926100591209767e-01 1.265079739402108272e+00 9.058478527093341004e-01
5.470000000000000639e+00 8.854155323355015206e-01 8.513845569509738143e-01 1.269158462588414471e+00 8.935622332813931701e-01
5.490000000000000213e+00 8.906778617646911034e-01 8.291957861110216266e-01 1.252218898669453573e+00 8.823883516475304889e-01
5.509999999999999787e+00 9.116122437355708152e-01 8.020307173904566156e-01 1.245222253474188578e+00 8.752842850526847407e-01
5.530000000000000249e+00 9.222347839081860288e-01 7.825630924921074261e-01 1.243069912645760944e+00 8.686923076895655127e-01
5.550000000000000711e+00 9.310104454592521561e-01 7.667762910037264623e-01 1.244256920829068136e+00 8.636127605429331222e-01
5.570000000000000284e+00 9.366139676120990298e-01 7.554753513032934631e-01 1.215971869078307677e+00 8.576927376889661447e-01
5.589999999999999858e+00 9.614737401907090808e-01 7.485122463615935251e-01 1.227682246755499307e+00 8.643717561566615082e-01
5.610000000000000320e+00 9.842946399972104521e-01 7.406007006242237845e-01 1.213987120615916959e+00 8.679830820485194831e-01
5.629999999999999893e+00 9.894618739899202486e-01 7.315781532267970899e-01 1.177206458923154342e+00 8.625409641215986412e-01
5.650000000000000355e+00 1.004565886553509646e+00 7.319971594745161569e-01 1.186148390954727683e+00 8.692487440242567809e-01
5.669999999999999929e+00 1.025524411653558898e+00 7.306625889467552870e-01 1.153221289612987865e+00 8.743727055201638843e-01
5.689999999999999503e+00 1.037218444843932108e+00 7.303026721319950676e-01 1.137746560809876462e+00 8.776413814780730238e-01
5.709999999999999964e+00 1.054857840811138203e+00 7.326278373204276884e-01 1.130910230260604443e+00 8.852729868278281788e-01
5.730000000000000426e+00 1.067802953086619322e+00 7.303532589862227198e-01 1.090272639106786512e+00 8.862429538510390170e-01
5.750000000000000000e+00 1.083303717405300404e+00 7.401906076525095468e-01 1.101475911367335581e+00 8.983724003372519640e-01
5.769999999999999574e+00 1.090637807598499265e+00 7.400035477541822004e-01 1.057660689110262009e+00 8.980777501712693400e-01
5.790000000000000036e+00 1.102350135351517713e+00 7.493812460140235610e-01 1.053931091411259846e+00 9.074522380786123055e-01
5.810000000000000497e+00 1.109278417344308876e+00 7.515814851968043442e-01 1.019153540832092197e+00 9.089224038360682600e-01
5.830000000000000071e+00 1.124265071070939870e+00 7.513412172794325938e-01 9.916639547987337044e-01 9.127002553349488068e-01
5.849999999999999645e+00 1.122095438513422971e+00 7.579248611785354139e-01 9.507524301602258143e-01 9.125937531974974704e-01
5.870000000000000107e+00 1.130935601686633873e+00 7.750466075615990436e-01 9.358071838480311877e-01 9.242783581567944884e-01
5.890000000000000568e+00 1.132214605840604849e+00 7.796713188280375295e-01 9.055420459457013127e-01 9.251852407912125598e-01
5.910000000000000142e+00 1.133569218409086199e+00 7.763040104441005784e-01 8.811765666692417120e-01 9.221937188220938886e-01
5.929999999999999716e+00 1.138608484131075738e+00 7.796900536230851886e-01 8.506052935255450365e-01 9.238661581636951059e-01
5.950000000000000178e+00 1.152977654256095441e+00 7.839507322857840466e-01 8.195805945353471511e-01 9.296017149132885793e-01
5.970000000000000639e+00 1.153391533738024721e+00 7.946564045329669312e-01 8.072064294983414268e-01 9.347135845704378498e-01
5.990000000000000213e+00 1.152802782948892046e+00 7.998822592039902535e-01 7.615811655988026230e-01 9.341567323029544845e-01
6.009999999999999787e+00 1.162167460891609050e+00 7.968419667504285098e-01 7.689273402878453734e-01 9.366498172779997855e-01
6.030000000000000249e+00 1.174988750325001829e+00 8.008081361110204188e-01 7.451203838278782632e-01 9.421255625951109325e-01
6.050000000000000711e+00 1.187456676015212986e+00 8.036842816493989794e-01 7.359397365814570602e-01 9.478870786132397308e-01
6.070000000000000284e+00 1.191243850423036488e+00 8.066628569276054206e-01 7.163229234043155813e-01 9.496123260867260774e-01
6.089999999999999858e+00 1.204398142448665388e+00 8.172150288266596396e-01 7.147582860345211841e-01 9.603337654441660431e-01
6.110000000000000320e+00 1.206284859347336980e+00 8.153192804176027098e-01 7.064411017959379979e-01 9.594602418583635384e-01
6.130000000000000782e+00 1.217021323279626310e+00 8.187752333706929120e-01 7.023689149594475323e-01 9.652188843571819499e-01
6.150000000000000355e+00 1.225859507962567818e+00 8.196239154382358727e-01 6.910502955520579915e-01 9.683235999715339437e-01
6.169999999999999929e+00 1.236323416849492540e+00 8.319978110005216143e-01 6.823921051054662179e-01 9.784977946408219829e-01
6.189999999999999503e+00 1.234584731063547824e+00 8.448879946457028556e-01 6.760836616472766236e-01 9.843805930659980108e-01
6.209999999999999964e+00 1.246485781498541279e+00 8.538077920158415601e-01 6.732852331726605355e-01 9.936444018743189055e-01
6.230000000000000426e+00 1.244952576263663735e+00 8.568870867281305204e-01 6.749559985486344171e-01 9.948363920969607310e-01
6.250000000000000000e+00 1.242308727872232010e+00 8.652206433307521039e-01 6.855992486942331654e-01 9.990709742537838833e-01
6.269999999999999574e+00 1.258439201175332034e+00 8.657680051832573609e-01 6.872273656982037515e-01 1.005739431337615120e+00
6.290000000000000036e+00 1.256783599092656578e+00 8.655777693473858392e-01 6.946100615433161707e-01 1.005505849135900576e+00
6.310000000000000497e+00 1.253268703677421492e+00 8.694367958940253382e-01 6.752907152574953997e-01 1.004896353440016599e+00
6.330000000000000071e+00 1.236787390353234484e+00 8.726292329678849713e-01 6.833738589027467114e-01 1.000794694106348137e+00
6.349999999999999645e+00 1.239566696193134199e+00 8.849843517018257666e-01 6.858263420876640204e-01 1.008747684529107236e+00
6.370000000000000107e+00 1.234556092709891528e+00 8.851418486289092113e-01 6.891344669916757981e-01 1.007118499154441960e+00
6.390000000000000568e+00 1.227795349916023682e+00 8.874140263314118648e-01 6.749907164373134538e-01 1.004747470492660666e+00
6.410000000000000142e+00 1.224366741454848917e+00 8.849145413322569986e-01 6.875083531964675254e-01 1.002928974873001478e+00
6.429999999999999716e+00 1.215537628335566778e+00 8.948934141238646944e-01 6.746474696766028289e-01 1.004026470222912026e+00
6.450000000000000178e+00 1.204360733859065169e+00 8.883549245973377806e-01 6.919334371714932486e-01 9.973406094472827554e-01
6.470000000000000639e+00 1.202615974841274804e+00 8.960543660626668627e-01 6.837767078370244889e-01 1.000276091581131732e+00
6.490000000000000213e+00 1.193008630441127149e+00 9.110108016740533499e-01 6.969068119296398800e-01 1.005575285469013869e+00
6.509999999999999787e+00 1.182909025429956795e+00 9.070862058271365047e-01 6.953727083441255674e-01 9.994206158317437971e-01
6.530000000000000249e+00 1.162070479499232922e+00 9.109576963105641134e-01 6.975030728886220110e-01 9.935840273647799092e-01
6.550000000000000711e+00 1.161890120482695021e+00 9.177051820633445045e-01 6.971185979589186177e-01 9.971489331972518411e-01
6.570000000000000284e+00 1.152731414316770620e+00 9.194128392213165579e-01 6.984946003928835800e-01 9.946175138036248420e-01
6.589999999999999858e+00 1.130095063463035343e+00 9.289366134617608184e-01 7.100069695304791484e-01 9.918012926642278959e-01
6.610000000000000320e+00 1.119088173160899924e+00 9.273503064253384442e-01 7.292686608398831760e-01 9.880057351729797377e-01
6.630000000000000782e+00 1.100113145322078712e+00 9.385661212878764204e-01 7.295574613506727868e-01 9.867498861607528760e-01
6.650000000000000355e+00 1.087163119686963109e+00 9.500432778746829010e-01 7.335076470177099850e-01 9.882274433918055712e-01
6.669999999999999929e+00 1.082667718671007862e+00 9.495026857019108757e-01 7.461270932573018655e-01 9.870651008187176778e-01
6.689999999999999503e+00 1.060666003995903495e+00 9.561457909946289302e-01 7.568027344083769758e-01 9.828738787955249023e-01
6.709999999999999964e+00 1.038851682447323954e+00 9.673192342174912195e-01 7.601129000253293855e-01 9.807029507893137987e-01
6.730000000000000426e+00 1.031568758367796157e+00 9.781416243512338626e-01 8.011138572497161769e-01 9.865935770160193519e-01
6.750000000000000000e+00 1.020601770575253697e+00 9.837009195502610659e-01 7.913465820996452571e-01 9.846778422897780603e-01
6.769999999999999574e+00 9.989548896222788521e-01 9.809030150309387963e-01 8.172411349596022667e-01 9.765565717443540628e-01
6.790000000000000036e+00 9.743050242370291381e-01 9.999905767058765438e-01 8.342494644892355371e-01 9.785301072227508001e-01
6.810000000000000497e+00 9.665149200638406546e-01 1.000871623941103072e+00 8.486105857683813314e-01 9.769816905644002070e-01
6.830000000000000071e+00 9.536402721593576493e-01 1.014053322026971626e+00 8.743170126305913614e-01 9.809223310457018119e-01
6.849999999999999645e+00 9.254065750289910408e-01 1.027877778004967713e+00 8.879658541625530255e-01 9.784163294004788458e-01
6.870000000000000107e+00 9.103908752045279940e-01 1.031150373261671138e+00 9.167734753493652633e-01 9.763641217378100645e-01
6.890000000000000568e+00 8.863386739943602821e-01 1.040958037177606155e+00 9.223669959299928278e-01 9.727421239400666497e-01
6.910000000000000142e+00 8.808329810029319473e-01 1.052442555684231618e+00 9.390036561556877048e-01 9.779918722576215195e-01
6.929999999999999716e+00 8.549685782380956889e-01 1.059682041724629542e+00 9.555714130839300102e-01 9.730342178092119543e-01
6.950000000000000178e+00 8.460691083467578588e-01 1.073555626310032318e+00 9.732388995984879720e-01 9.783351302879583766e-01
6.970000000000000639e+00 8.260688433205166659e-01 1.081188638498082666e+00 9.796190166617380068e-01 9.751597262054964022e-01
6.990000000000000213e+00 8.187498468341178892e-01 1.087748728179982693e+00 1.003845806482257519e+00 9.775600638490826721e-01
7.009999999999999787e+00 8.028036848017159333e-01 1.106324881043485586e+00 1.011500894124354843e+00 9.819843835863891757e-01
7.030000000000000249e+00 7.929361423967391520e-01 1.115671999769686673e+00 1.022679742842975692e+00 9.840033801155598780e-01
7.050000000000000711e+00 7.806964049204789813e-01 1.125830400944928700e+00 1.043199268134469504e+00 9.861900307775890440e-01
7.070000000000000284e+00 7.805524651683221071e-01 1.134112930939343844e+00 1.054837422672221914e+00 9.914358703955645780e-01
7.089999999999999858e+00 7.767823245984893932e-01 1.139197098829901611e+00 1.057545230140038539e+00 9.929198188312007289e-01
7.110000000000000320e+00 7.778848896820464986e-01 1.141349823258423379e+00 1.073338657556470732e+00 9.956111127170795827e-01
7.130000000000000782e+00 7.660995995339939801e-01 1.160894485957246092e+00 1.079992957856620306e+00 1.002105980381112094e+00
7.150000000000000355e+00 7.675174211009598846e-01 1.155529115119322991e+00 1.081166835476679022e+00 9.998259589348028609e-01
7.169999999999999929e+00 7.734596601575681740e-01 1.166283219166947660e+00 1.093933303757864461e+00 1.008852655561762512e+00
7.189999999999999503e+00 7.676537213643244151e-01 1.165406254936713681e+00 1.116108570272866363e+00 1.007662024806222023e+00
7.209999999999999964e+00 7.738251060359306877e-01 1.171992077912569430e+00 1.110180574620678318e+00 1.013219177218958489e+00
7.230000000000000426e+00 7.784718782450062990e-01 1.173026115744458586e+00 1.124304152404587365e+00 1.016562730825618877e+00
7.250000000000000000e+00 7.789507760340445008e-01 1.170889099740825445e+00 1.142928464442347636e+00 1.016880532762909795e+00
7.269999999999999574e+00 7.892573443095881602e-01 1.174897021107244699e+00 1.142929170369895608e+00 1.023054373865968092e+00
7.290000000000000036e+00 7.923967525661144151e-01 1.171941445991515396e+00 1.149221231685008560e+00 1.023104962631651071e+00
7.310000000000000497e+00 7.940457500514872535e-01 1.173457674939183182e+00 1.178598084547378688e+00 1.026604923719221851e+00
7.330000000000000071e+00 8.008391541578582240e-01 1.174970819175520598e+00 1.183357620732082172e+00 1.030391920119005933e+00
7.349999999999999645e+00 8.079309924357912509e-01 1.171718838483218006e+00 1.192594933524956602e+00 1.032019441468363219e+00
7.370000000000000107e+00 8.188911888787250293e-01 1.167934792325120430e+00 1.169630662060853199e+00 1.032625854613130834e+00
7.390000000000000568e+00 8.220929099298316389e-01 1.157807566943191313e+00 1.198197263152013470e+00 1.030353704401794968e+00
7.410000000000000142e+00 8.249610215628018217e-01 1.150296485254742151e+00 1.193128442148868373e+00 1.027039057538043476e+00
7.429999999999999716e+00 8.396619359719970088e-01 1.149764270096033769e+00 1.197657335029825187e+00 1.032768196569565866e+00
7.450000000000000178e+00 8.503058550795657977e-01 1.143434856114116327e+00 1.183819524912602450e+00 1.032503590671777882e+00
7.470000000000000639e+00 8.468890292355160110e-01 1.139253575046301759e+00 1.183675615757264543e+00 1.028898917046098260e+00
7.490000000000000213e+00 8.579487722396295091e-01 1.122541777102648686e+00 1.168368865438626392e+00 1.023059733001833616e+00
7.509999999999999787e+00 8.618750810240783933e-01 1.125119533950222017e+00 1.173689761389113073e+00 1.026350963881363265e+00
7.530000000000000249e+00 8.706652334545164074e-01 1.116882201673940589e+00 1.172029650776406973e+00 1.025176330504864675e+00
7.550000000000000711e+00 8.788116156007190760e-01 1.117975323396438680e+00 1.146844426912320802e+00 1.027183586404714966e+00
7.570000000000000284e+00 8.778234264819770871e-01 1.104950843228819091e+00 1.141951005801388863e+00 1.019393019181056736e+00
7.589999999999999858e+00 8.845258412309661145e-01 1.095389956403496567e+00 1.161870205858424043e+00 1.018186716612968334e+00
7.610000000000000320e+00 8.939113830967518881e-01 1.081429006116278346e+00 1.140753701156843603e+00 1.012787787557444918e+00
7.630000000000000782e+00 8.957740938893582472e-01 1.080243032146581905e+00 1.136662787777683814e+00 1.012583216236899730e+00
7.650000000000000355e+00 9.086373078959393279e-01 1.067781421421893917e+00 1.149558495529011681e+00 1.011706072807310175e+00
7.669999999999999929e+00 9.133278523160385243e-01 1.066550709818537612e+00 1.136235935013008902e+00 1.011934161961209666e+00
7.689999999999999503e+00 9.255773132323951158e-01 1.050738009697057329e+00 1.156883935031591149e+00 1.009538050287054789e+00
7.709999999999999964e+00 9.278873926529501714e-01 1.052064541234901673e+00 1.138772160104210451e+00 1.009898086170385456e+00
7.730000000000000426e+00 9.340221187415636006e-01 1.033086543718643835e+00 1.125998502655509936e+00 1.001093944953280079e+00
7.750000000000000000e+00 9.433972245933756051e-01 1.021571528880858226e+00 1.144677405728060648e+00 9.997781951658721855e-01
7.769999999999999574e+00 9.437014464272424075e-01 1.007906958862777369e+00 1.157211235479086442e+00 9.933503602269864174e-01
7.790000000000000036e+00 9.464926491004120868e-01 9.915656812104919338e-01 1.131803528385512791e+00 9.838035708065275831e-01
7.810000000000000497e+00 9.565080549022784151e-01 9.898814175176726682e-01 1.118395393573528240e+00 9.858456134940100091e-01
7.830000000000000071e+00 9.697386964348829741e-01 9.784286206858383572e-01 1.129527724133524869e+00 9.855361705284206852e-01
7.849999999999999645e+00 9.682242206737089463e-01 9.669448724260212291e-01 1.114891397153358499e+00 9.777017914960106637e-01
7.870000000000000107e+00 9.796153158527264315e-01 9.619427414947410160e-01 1.107141898672518110e+00 9.788695828602937965e-01
7.890000000000000568e+00 9.869327510153337313e-01 9.468608951424074549e-01 1.107028343017726346e+00 9.735166022565864274e-01
7.910000000000000142e+00 1.000317917544874424e+00 9.396118036678803298e-01 1.110774661343783443e+00 9.750360280252722278e-01
7.929999999999999716e+00 1.000016076993863745e+00 9.313943796850038259e-01 1.099108447203907657e+00 9.696506126746853305e-01
7.950000000000000178e+00 1.008830073898100865e+00 9.257292508441906653e-01 1.077041288270839559e+00 9.684657558663511967e-01
7.970000000000000639e+00 1.022180960234915670e+00 9.182671114362075393e-01 1.067148456785727006e+00 9.689103534487790714e-01
7.990000000000000213e+00 1.022750639315954668e+00 9.105690150287027995e-01 1.062696656863431510e+00 9.646452383870173231e-01
8.009999999999999787e+00 1.027712451450001119e+00 9.059628597777902304e-01 1.046635180932253828e+00 9.629569283401651081e-01
8.030000000000001137e+00 1.036949341920945455e+00 8.976847235804977787e-01 1.048738122107605752e+00 9.621944629590525322e-01
8.050000000000000711e+00 1.032968543212060331e+00 8.946896008270284195e-01 1.036003559821178088e+00 9.581414449198014660e-01
8.070000000000000284e+00 1.046153192329621007e+00 8.804741486546707741e-01 1.029804460362618856e+00 9.551130046566038700e-01
8.089999999999999858e+00 1.051713999911635833e+00 8.872715517248372930e-01 1.018582060894587249e+00 9.601808890517961048e-01
8.109999999999999432e+00 1.054191787362602550e+00 8.848059588325500879e-01 1.020024426196168177e+00 9.599043229782988629e-01
8.130000000000000782e+00 1.054724104424532571e+00 8.915944808361654372e-01 1.002055069486242678e+00 9.625484458365750617e-01
8.150000000000000355e+00 1.067807115885583968e+00 8.855747646862214273e-01 9.878477680399840866e-01 9.633726245764285823e-01
8.169999999999999929e+00 1.075577592533131011e+00 8.859935680681637615e-01 9.821718101339377283e-01 9.662211371392274151e-01
8.189999999999999503e+00 1.077518958963689100e+00 8.787518843694502868e-01 9.759950815753956066e-01 9.626162724964106854e-01
8.210000000000000853e+00 1.083491528007604732e+00 8.861841565190543557e-01 9.519409686443724983e-01 9.672985133471817543e-01
8.230000000000000426e+00 1.086477422928254999e+00 8.813432127285687478e-01 9.504563991190859706e-01 9.657271046508181245e-01
8.250000000000000000e+00 1.094762025598330801e+00 8.850613709717540800e-01 9.530229646044384717e-01 9.711371459148407936e-01
8.269999999999999574e+00 1.102893206727755038e+00 8.865734961876546860e-01 9.466717419979036041e-01 9.746720729013222950e-01
8.289999999999999147e+00 1.104992257938228750e+00 8.829649967211875561e-01 9.314349715145309183e-01 9.724716085011003708e-01
8.310000000000000497e+00 1.109389681451526277e+00 8.835148322627215389e-01 9.287835360770557713e-01 9.742922642260973820e-01
8.330000000000000071e+00 1.112823258747182686e+00 8.910814233654857919e-01 9.128956247427693071e-01 9.786286330488684904e-01
8.349999999999999645e+00 1.112212070965766131e+00 8.970419728447417418e-01 9.097655503915597075e-01 9.814089306711578642e-01
8.370000000000000995e+00 1.114354012857937892e+00 8.900712261214092091e-01 9.110614605196942772e-01 9.785471630900111073e-01
8.390000000000000568e+00 1.116368602359299800e+00 8.968909713320747379e-01 9.041766336823365835e-01 9.825520867913603018e-01
8.410000000000000142e+00 1.129251489473853454e+00 9.039291807424296721e-01 9.058886071930726258e-01 9.914886008917844773e-01
8.429999999999999716e+00 1.120840093003983684e+00 9.068034608433925836e-01 8.792679499789333164e-01 9.879385515631893266e-01
8.449999999999999289e+00 1.123501877019577266e+00 9.091058087717585057e-01 8.819910460882781633e-01 9.904095384198764451e-01
8.470000000000000639e+00 1.125108115460715208e+00 9.078135495949922751e-01 8.701036595379117999e-01 9.895070724174706012e-01
8.490000000000000213e+00 1.123002601798654521e+00 9.144212918318070926e-01 8.792720541363395759e-01 9.929117194611505326e-01
8.509999999999999787e+00 1.124525462228145978e+00 9.221830705022112662e-01 8.713396458738291717e-01 9.971644006493631807e-01
8.530000000000001137e+00 1.133469365634153236e+00 9.221521077431118485e-01 8.624682125280955791e-01 1.000002511634710878e+00
8.550000000000000711e+00 1.121214013063152715e+00 9.209193827528672216e-01 8.546237218476265829e-01 9.940345358601528902e-01
8.570000000000000284e+00 1.125308651060290543e+00 9.311566669733670754e-01 8.566505747270087845e-01 1.001319096657902197e+00
8.589999999999999858e+00 1.124044685980856162e+00 9.327413811108827835e-01 8.509566878119735334e-01 1.001293749495572261e+00
8.609999999999999432e+00 1.128735692235774080e+00 9.436709952274947577e-01 8.530081001712369604e-01 1.009187095818857127e+00
8.630000000000000782e+00 1.123454358515012075e+00 9.452968223805177095e-01 8.668424342434875030e-01 1.008979688404588071e+00
8.650000000000000355e+00 1.119629397743022503e+00 9.524652427461147708e-01 8.669644153263190711e-01 1.011394059474293172e+00
8.669999999999999929e+00 1.118433156744867540e+00 9.567313124004713787e-01 8.786900522331650976e-01 1.014058133267642825e+00
8.690000000000001279e+00 1.121148199454688577e+00 9.566403086277507350e-01 8.753534102679070283e-01 1.014830761641852597e+00
8.710000000000000853e+00 1.113817572167126846e+00 9.565619283786447324e-01 8.763261084573511495e-01 1.012011454196682481e+00
8.730000000000000426e+00 1.117866522899242376e+00 9.764876528747566953e-01 8.832477218812516684e-01 1.024875223545141933e+00
8.750000000000000000e+00 1.119503961249403323e+00 9.722239125931909642e-01 8.941290678354627541e-01 1.023951458267165604e+00
8.769999999999999574e+00 1.116917698586399332e+00 9.702546807838440257e-01 8.932493134582472072e-01 1.021818381237757922e+00
8.789999999999999147e+00 1.106900151076048555e+00 9.769286910421719483e-01 8.971371055044751186e-01 1.021822947568544526e+00
8.810000000000000497e+00 1.112422361764653811e+00 9.810730411476190627e-01 9.176169387575415781e-01 1.027634813584993756e+00
8.830000000000000071e+00 1.098746288431483364e+00 9.869898947887120189e-01 9.188291381326826324e-01 1.025623462355377713e+00
8.849999999999999645e+00 1.103226329099543879e+00 9.887322815572172630e-01 9.437547476115225598e-01 1.030035867148469508e+00
8.870000000000000995e+00 1.093647508085480835e+00 9.946363671561517794e-01 9.435117266869434971e-01 1.029506369465585047e+00
8.890000000000000568e+00 1.083576606119149188e+00 9.939671991069797263e-01 9.551896574974249043e-01 1.026045701194695958e+00
8.910000000000000142e+00 1.076166944583256235e+00 9.977157112868595412e-01 9.614013096250764168e-01 1.025635743864467209e+00
8.929999999999999716e+00 1.074369749315057465e+00 1.002471757257466622e+00 9.509391394156386790e-01 1.026793747177644711e+00
8.949999999999999289e+00 1.056861780977764953e+00 1.008750089338766864e+00 9.723451615998696118e-01 1.024892307214088749e+00
8.970000000000000639e+00 1.059167560425474441e+00 1.016416771304750721e+00 9.748623854501318187e-01 1.030121864799893316e+00
8.990000000000000213e+00 1.045691298147871651e+00 1.014137789121866140e+00 9.787851267149226819e-01 1.023928522212308900e+00
9.009999999999999787e+00 1.036648216859529459e+00 1.016745110841074551e+00 9.966068885214255380e-01 1.023070734168747720e+00
9.030000000000001137e+00 1.034015308917935805e+00 1.027919156615873408e+00 9.948839139238957463e-01 1.027993328004969564e+00
9.050000000000000711e+00 1.029105627854499661e+00 1.026278720786540477e+00 1.005081983918545863e+00 1.025905483510238358e+00
9.070000000000000284e+00 1.028536573998855452e+00 1.029777354683455881e+00 1.002429741383035200e+00 1.027399300186992548e+00
9.089999999999999858e+00 1.015749898263806461e+00 1.026446019778691765e+00 1.003446847695041555e+00 1.020700934751916034e+00
9.109999999999999432e+00 1.010644908510182516e+00 1.034423141773966881e+00 1.012444774779097889e+00 1.023673082024506353e+00
9.130000000000000782e+00 1.001403499776663875e+00 1.040936777082238418e+00 1.004469792753273527e+00 1.023069037476033394e+00
9.150000000000000355e+00 9.958212971534985414e-01 1.042824109956853817e+00 1.019392087715788486e+00 1.022962255417353195e+00
9.169999999999999929e+00 9.908506063595914348e-01 1.043382406300350729e+00 1.014397642741077687e+00 1.020990242773780476e+00
9.190000000000001279e+00 9.846854654390356787e-01 1.049546399223705073e+00 1.028066926226691491e+00 1.022891130049103481e+00
9.210000000000000853e+00 9.808537645316586229e-01 1.055813384151455203e+00 1.025915629314846145e+00 1.024656059945837860e+00
9.230000000000000426e+00 9.692142721776786374e-01 1.053989715255120085e+00 1.034098705860183154e+00 1.019717916279474945e+00
9.250000000000000000e+00 9.614002299451173128e-01 1.060736029744339559e+00 1.033782877270014389e+00 1.020325130026254135e+00
